time,date,open,high,low,close,volume,trade_count
00:00:00+00:00,2021-01-01,0.025395,0.025462,0.024849,0.024849,2086.899,1212.0
00:00:00+00:00,2021-01-02,0.024873,0.024939,0.023549,0.024062,4860.1,3295.0
00:00:00+00:00,2021-01-03,0.024069,0.030297,0.023093,0.029618,13420.852,10085.0
00:00:00+00:00,2021-01-04,0.029618,0.035,0.028941,0.03258,16537.243,16174.0
00:00:00+00:00,2021-01-05,0.032558,0.034531,0.030819,0.032414,7681.362,8410.0
00:00:00+00:00,2021-01-06,0.032409,0.0345,0.031321,0.03287,6892.325,8654.0
00:00:00+00:00,2021-01-07,0.032892,0.03299,0.030858,0.031045,5329.645,6027.0
00:00:00+00:00,2021-01-08,0.031072,0.031134,0.029025,0.030013,7049.943,7666.0
00:00:00+00:00,2021-01-09,0.029994,0.032151,0.029484,0.031814,4887.779,4389.0
00:00:00+00:00,2021-01-10,0.03185,0.033863,0.03156,0.032879,6533.437,7554.0
00:00:00+00:00,2021-01-11,0.032885,0.032997,0.029712,0.030715,9996.835,10690.0
00:00:00+00:00,2021-01-12,0.030686,0.03211,0.030296,0.030826,4210.842,4357.0
00:00:00+00:00,2021-01-13,0.030826,0.031358,0.03,0.030232,4520.88,4755.0
00:00:00+00:00,2021-01-14,0.030236,0.031504,0.029402,0.031474,4173.702,4866.0
00:00:00+00:00,2021-01-15,0.031501,0.032534,0.031107,0.031826,5496.565,8086.0
00:00:00+00:00,2021-01-16,0.031838,0.034832,0.03169,0.034077,4457.565,5342.0
00:00:00+00:00,2021-01-17,0.03411,0.034847,0.033769,0.034417,4161.856,4718.0
00:00:00+00:00,2021-01-18,0.034429,0.034635,0.033361,0.034396,2903.508,3056.0
00:00:00+00:00,2021-01-19,0.034369,0.038875,0.034257,0.038093,7594.083,8308.0
00:00:00+00:00,2021-01-20,0.038068,0.039,0.036317,0.038779,5377.746,7174.0
00:00:00+00:00,2021-01-21,0.038825,0.039,0.036029,0.036029,5038.0,6193.0
00:00:00+00:00,2021-01-22,0.036038,0.038434,0.035418,0.037423,5604.59,6653.0
00:00:00+00:00,2021-01-23,0.037425,0.039143,0.037196,0.038381,2458.542,2999.0
00:00:00+00:00,2021-01-24,0.038469,0.043374,0.038469,0.043138,4909.163,4552.0
00:00:00+00:00,2021-01-25,0.043152,0.044997,0.040474,0.04089,6609.75,6480.0
00:00:00+00:00,2021-01-26,0.040855,0.04225,0.040088,0.042072,3427.561,4822.0
00:00:00+00:00,2021-01-27,0.042062,0.042607,0.040392,0.040832,4157.706,5641.0
00:00:00+00:00,2021-01-28,0.040827,0.042513,0.039805,0.039805,3003.232,4394.0
00:00:00+00:00,2021-01-29,0.039805,0.040875,0.036348,0.04023,8679.072,10724.0
00:00:00+00:00,2021-01-30,0.040289,0.040481,0.03922,0.040166,3075.603,3567.0
00:00:00+00:00,2021-01-31,0.04026,0.040488,0.039529,0.039665,2235.374,2596.0
00:00:00+00:00,2021-02-01,0.039674,0.041067,0.038495,0.040923,2543.743,3580.0
00:00:00+00:00,2021-02-02,0.040982,0.043299,0.040551,0.042578,5532.314,6869.0
00:00:00+00:00,2021-02-03,0.042634,0.044438,0.041701,0.044214,5065.019,6191.0
00:00:00+00:00,2021-02-04,0.044256,0.044668,0.04281,0.043193,5750.174,8253.0
00:00:00+00:00,2021-02-05,0.04326,0.046187,0.043185,0.044923,2953.889,4310.0
00:00:00+00:00,2021-02-06,0.044923,0.045245,0.040645,0.042745,4712.192,7013.0
00:00:00+00:00,2021-02-07,0.042862,0.043137,0.039928,0.041534,3088.907,5285.0
00:00:00+00:00,2021-02-08,0.041504,0.042281,0.0374,0.0377,4977.239,8158.0
00:00:00+00:00,2021-02-09,0.0377,0.03886,0.03659,0.038049,5034.768,7196.0
00:00:00+00:00,2021-02-10,0.038073,0.03936,0.03766,0.038843,2958.504,5007.0
00:00:00+00:00,2021-02-11,0.038847,0.039165,0.036828,0.03723,2630.251,4648.0
00:00:00+00:00,2021-02-12,0.037252,0.039304,0.036784,0.038916,3428.398,5419.0
00:00:00+00:00,2021-02-13,0.038912,0.039285,0.038119,0.038516,2004.505,3698.0
00:00:00+00:00,2021-02-14,0.0385,0.038824,0.036845,0.037041,2344.541,3058.0
00:00:00+00:00,2021-02-15,0.037055,0.037984,0.03614,0.037171,3448.783,3619.0
00:00:00+00:00,2021-02-16,0.037161,0.037353,0.035728,0.036229,3513.506,4141.0
00:00:00+00:00,2021-02-17,0.036229,0.036241,0.034911,0.035503,4534.467,4873.0
00:00:00+00:00,2021-02-18,0.035492,0.037629,0.035388,0.0376,4601.452,5143.0
00:00:00+00:00,2021-02-19,0.037606,0.037703,0.03481,0.035,6629.351,8368.0
00:00:00+00:00,2021-02-20,0.034995,0.036694,0.03341,0.034249,6107.684,6235.0
00:00:00+00:00,2021-02-21,0.034184,0.034539,0.03329,0.033657,2506.785,2596.0
00:00:00+00:00,2021-02-22,0.033681,0.033915,0.031928,0.03286,5993.054,6208.0
