time,date,open,high,low,close,volume,trade_count
00:00:00+00:00,2021-01-01,29202.77,29611.51,28649.46,29305.29,217.247909,9731.0
00:00:00+00:00,2021-01-02,29321.41,33271.38,28955.02,32162.01,667.482338,21935.0
00:00:00+00:00,2021-01-03,32174.75,34776.59,31942.96,33031.74,701.951087,27363.0
00:00:00+00:00,2021-01-04,33034.55,33593.47,27500.0,32005.27,987.279894,32569.0
00:00:00+00:00,2021-01-05,31996.54,34392.59,29937.69,33946.09,765.314265,33527.0
00:00:00+00:00,2021-01-06,33939.15,36935.58,33319.67,36756.07,864.714279,40550.0
00:00:00+00:00,2021-01-07,36761.31,40358.96,35813.86,39444.65,770.127274,34990.0
00:00:00+00:00,2021-01-08,39437.66,41958.85,36589.0,40597.2,967.349503,46243.0
00:00:00+00:00,2021-01-09,40574.89,41371.87,38739.22,40090.54,484.910296,32296.0
00:00:00+00:00,2021-01-10,40092.11,41330.71,35200.0,38182.97,740.145562,41798.0
00:00:00+00:00,2021-01-11,38166.79,38288.44,30471.78,35438.75,1870.951319,43439.0
00:00:00+00:00,2021-01-12,35438.75,36600.1,32600.0,34041.15,919.597427,43883.0
00:00:00+00:00,2021-01-13,34044.28,37805.88,32403.05,37351.77,843.629073,40192.0
00:00:00+00:00,2021-01-14,37329.13,40100.54,36766.07,39175.88,407.515497,31145.0
00:00:00+00:00,2021-01-15,39138.66,39723.34,34444.39,36732.12,554.127909,40950.0
00:00:00+00:00,2021-01-16,36734.73,37948.26,35350.0,35982.21,385.981721,31871.0
00:00:00+00:00,2021-01-17,35982.2,36842.5,33859.11,35826.78,308.508956,29430.0
00:00:00+00:00,2021-01-18,35841.98,37469.87,34787.46,36627.61,329.067462,26802.0
00:00:00+00:00,2021-01-19,36624.79,37848.91,35874.74,35926.59,340.565257,29366.0
00:00:00+00:00,2021-01-20,35867.39,36398.16,33351.36,35484.17,525.9541,32457.0
00:00:00+00:00,2021-01-21,35464.08,35604.47,30191.0,30748.54,895.465664,31361.0
00:00:00+00:00,2021-01-22,30873.21,33827.83,29000.0,33045.55,870.318427,17063.0
00:00:00+00:00,2021-01-23,32941.38,33451.56,31400.0,32110.3,210.849721,5775.0
00:00:00+00:00,2021-01-24,32064.71,33073.47,30895.25,32276.8,181.797634,4226.0
00:00:00+00:00,2021-01-25,32276.46,34860.0,31937.89,32222.22,275.094619,7109.0
00:00:00+00:00,2021-01-26,32218.2,32920.0,30831.41,32457.97,247.095624,6510.0
00:00:00+00:00,2021-01-27,32493.78,32555.7,29250.0,30356.27,301.390318,8018.0
00:00:00+00:00,2021-01-28,30351.17,33780.5,29858.1,33311.17,286.030946,7788.0
00:00:00+00:00,2021-01-29,33372.95,38539.39,31929.72,34242.42,987.916825,24049.0
00:00:00+00:00,2021-01-30,34282.21,34929.32,32835.91,34240.95,310.242049,8462.0
00:00:00+00:00,2021-01-31,34240.99,34334.27,32166.67,33071.34,190.641978,5080.0
00:00:00+00:00,2021-02-01,33097.72,34700.0,32287.34,33545.56,215.258484,5957.0
00:00:00+00:00,2021-02-02,33491.57,35976.92,33440.11,35505.83,251.941418,6689.0
00:00:00+00:00,2021-02-03,35477.64,37652.5,35381.06,37633.27,499.415853,12443.0
00:00:00+00:00,2021-02-04,37601.48,38696.53,36181.63,36961.45,794.377078,21304.0
00:00:00+00:00,2021-02-05,36935.44,38344.42,36570.91,38306.68,400.513652,12501.0
00:00:00+00:00,2021-02-06,38306.68,40958.13,38209.7,39220.16,271.93314,11865.0
00:00:00+00:00,2021-02-07,39177.37,39680.56,37360.12,38789.4,365.480765,11311.0
00:00:00+00:00,2021-02-08,38796.29,46788.25,38009.78,46386.93,589.688918,20168.0
00:00:00+00:00,2021-02-09,46410.03,48123.7,45014.73,46468.4,557.381568,17442.0
00:00:00+00:00,2021-02-10,46468.4,47300.0,43700.0,44871.28,477.334904,17537.0
00:00:00+00:00,2021-02-11,44871.28,48710.45,43984.89,47961.49,334.624128,12714.0
00:00:00+00:00,2021-02-12,47977.55,48986.88,46157.73,47326.29,374.047168,13945.0
00:00:00+00:00,2021-02-13,47319.46,48128.28,46233.27,47110.11,292.697171,10452.0
00:00:00+00:00,2021-02-14,47138.7,49691.04,47011.23,48589.46,182.839344,8947.0
00:00:00+00:00,2021-02-15,48580.94,48983.98,45610.03,47907.41,434.841096,10986.0
00:00:00+00:00,2021-02-16,47922.97,50684.84,47037.04,49132.87,449.066676,11832.0
00:00:00+00:00,2021-02-17,49167.87,52615.33,48964.28,52039.76,407.383666,12182.0
00:00:00+00:00,2021-02-18,52118.97,52520.18,50914.9,51614.67,336.431209,7350.0
00:00:00+00:00,2021-02-19,51578.71,56335.12,50738.02,55876.0,327.562147,12380.0
00:00:00+00:00,2021-02-20,55929.59,57567.0,53865.08,55858.83,300.738538,19609.0
00:00:00+00:00,2021-02-21,55853.06,58361.09,55462.71,57425.47,227.730144,17033.0
00:00:00+00:00,2021-02-22,57416.19,57509.4,47913.84,54152.15,567.683143,25562.0
00:00:00+00:00,2021-02-23,54118.63,54179.23,44928.36,48903.91,866.735606,21950.0
00:00:00+00:00,2021-02-24,48913.96,51356.82,46953.92,49682.98,358.706564,20577.0
00:00:00+00:00,2021-02-25,49679.78,52001.06,46708.76,47075.19,333.527721,20765.0
00:00:00+00:00,2021-02-26,47013.45,48435.78,44111.32,46314.74,457.138462,27184.0
00:00:00+00:00,2021-02-27,46303.21,48375.0,45013.6,46113.12,229.097458,19225.0
00:00:00+00:00,2021-02-28,46107.36,46613.27,43000.0,45161.6,372.158691,13178.0
00:00:00+00:00,2021-03-01,45161.2,49783.33,44950.13,49617.18,370.249921,10826.0
00:00:00+00:00,2021-03-02,49566.16,50204.7,47065.54,48456.72,228.987524,6929.0
00:00:00+00:00,2021-03-03,48389.21,52631.64,48148.14,50352.9,255.807299,8607.0
00:00:00+00:00,2021-03-04,50377.73,51780.29,47500.0,48373.02,364.099317,9523.0
00:00:00+00:00,2021-03-05,48331.2,49430.45,46329.97,48747.32,405.35635,8329.0
00:00:00+00:00,2021-03-06,48773.57,49210.46,47055.76,48905.34,274.470343,8676.0
00:00:00+00:00,2021-03-07,48893.35,51447.81,48893.35,50960.87,202.240914,7439.0
00:00:00+00:00,2021-03-08,50996.74,52395.78,49285.46,52335.07,278.010895,9424.0
00:00:00+00:00,2021-03-09,52400.0,54890.0,51847.85,54857.46,312.015916,9839.0
00:00:00+00:00,2021-03-10,54889.99,57407.64,52782.18,55955.34,565.980917,17306.0
00:00:00+00:00,2021-03-11,55909.78,58129.0,54294.59,57756.57,301.297684,10968.0
00:00:00+00:00,2021-03-12,57761.45,58091.65,55052.66,57232.78,392.058973,9751.0
00:00:00+00:00,2021-03-13,57178.52,61822.09,56100.0,61173.44,238.846735,9410.0
00:00:00+00:00,2021-03-14,61203.75,61697.85,58963.2,58963.2,173.469374,5875.0
00:00:00+00:00,2021-03-15,58962.85,60611.01,54583.37,55552.06,467.143221,12320.0
00:00:00+00:00,2021-03-16,55565.82,56946.89,53280.97,56946.89,377.453865,13268.0
00:00:00+00:00,2021-03-17,56928.63,58974.35,54142.98,58781.2,310.686163,9612.0
