time,date,open,high,low,close,volume,trade_count
00:00:00+00:00,2021-01-01,29255.71,29680.75,28707.56,29418.72,619.419752,21854.0
00:00:00+00:00,2021-01-02,29417.27,33338.68,29050.0,32218.38,1945.276677,54930.0
00:00:00+00:00,2021-01-03,32200.39,34812.93,32010.68,33111.99,1926.666883,59204.0
00:00:00+00:00,2021-01-04,33086.17,33655.01,27900.0,32025.23,2374.336116,61546.0
00:00:00+00:00,2021-01-05,32025.23,34500.0,29927.55,34036.08,1917.285207,64513.0
00:00:00+00:00,2021-01-06,34045.29,37000.0,33380.56,36856.98,1898.77712,64761.0
00:00:00+00:00,2021-01-07,36850.64,40410.02,35936.73,39479.78,2487.036031,69842.0
00:00:00+00:00,2021-01-08,39476.14,41999.0,36600.0,40622.87,2549.702734,81384.0
00:00:00+00:00,2021-01-09,40622.87,41422.99,38789.12,40256.02,1255.353046,51042.0
00:00:00+00:00,2021-01-10,40242.93,41446.85,35068.09,38181.17,1912.137103,68051.0
00:00:00+00:00,2021-01-11,38167.92,38280.86,30365.5,35494.0,4468.105653,98572.0
00:00:00+00:00,2021-01-12,35495.77,36610.52,32500.0,34031.16,2174.171802,58659.0
00:00:00+00:00,2021-01-13,34048.34,37818.4,32357.25,37400.0,2095.838379,41490.0
00:00:00+00:00,2021-01-14,37400.0,40100.0,36752.26,39127.1,1411.186253,44340.0
00:00:00+00:00,2021-01-15,39101.96,39690.0,34362.01,36763.82,1566.958569,58476.0
00:00:00+00:00,2021-01-16,36742.23,37954.56,35370.0,36025.3,995.519589,40704.0
00:00:00+00:00,2021-01-17,36010.14,36846.47,33850.0,35810.0,931.696355,42711.0
00:00:00+00:00,2021-01-18,35810.0,37434.5,34752.13,36610.54,746.047189,37952.0
00:00:00+00:00,2021-01-19,36632.39,37866.15,35923.82,35929.45,896.234403,39362.0
00:00:00+00:00,2021-01-20,35929.45,36407.93,33433.2,35489.1,1154.095934,48309.0
00:00:00+00:00,2021-01-21,35494.34,35615.01,30030.48,30840.03,2087.498995,53479.0
00:00:00+00:00,2021-01-22,30840.03,33868.4,28951.58,32988.34,2080.729357,41717.0
00:00:00+00:00,2021-01-23,32988.34,33490.65,31418.57,32123.61,566.65744,17645.0
00:00:00+00:00,2021-01-24,32114.6,33087.98,30950.03,32279.09,588.250539,16817.0
00:00:00+00:00,2021-01-25,32299.68,34888.0,31913.0,32283.38,882.624471,27520.0
00:00:00+00:00,2021-01-26,32268.35,32968.54,30852.0,32517.86,730.255031,39343.0
00:00:00+00:00,2021-01-27,32513.73,32600.0,29256.82,30418.15,1423.840562,51803.0
00:00:00+00:00,2021-01-28,30428.14,33840.65,29900.0,33434.68,1195.203315,50889.0
00:00:00+00:00,2021-01-29,33434.68,38673.14,31977.13,34272.02,3013.853317,93159.0
00:00:00+00:00,2021-01-30,34272.05,34918.91,32852.46,34281.36,927.144932,33359.0
00:00:00+00:00,2021-01-31,34306.84,34375.65,32200.0,33134.86,718.30392,32862.0
00:00:00+00:00,2021-02-01,33134.03,34707.6,32303.44,33546.39,1021.757709,37734.0
00:00:00+00:00,2021-02-02,33544.69,36036.56,33411.85,35500.17,984.833359,38506.0
00:00:00+00:00,2021-02-03,35500.12,37707.41,35388.21,37678.21,1020.270104,43066.0
00:00:00+00:00,2021-02-04,37695.84,38747.61,36182.22,36993.27,1736.358788,67116.0
00:00:00+00:00,2021-02-05,36976.68,38363.23,36608.81,38327.41,854.686575,43666.0
